Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Dependency),Outward issue link (Duplicate),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Resolved Bugs/Defect),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (% Closed),Custom field (AE Name),Custom field (Acceptance Criteria),Custom field (Actions),Custom field (Actual Delivery Date),Custom field (Actual Start Date),Custom field (Agile Product Owner),Custom field (Agile QA Owner),Custom field (Aha! Reference),Custom field (Assigned Date),Custom field (Bug Triaged),Custom field (Campaign Overview),Custom field (Capitalizable),Custom field (Cart Click Thru URL),Custom field (Cart number),Custom field (Client Name),Custom field (Code Review Time),Custom field (CodeReview Owner),Custom field (Commercial Required?),Custom field (Conclusion),Custom field (Conclusion),Custom field (Content Schedule),Custom field (Copy),Custom field (Core message and specific copy:),Custom field (Country),Custom field (Country),Custom field (Country),Custom field (Country),Custom field (Country),Custom field (Creative Deliverables),Custom field (Deal Team),Custom field (Defect Found),Custom field (Design Due Date:),Custom field (Desktop CPM),Custom field (Desktop Click Thru URL),Custom field (Desktop impression goal),Custom field (Dev Hrs. Actual),Custom field (Dev Hrs. Estimate),Custom field (Dev Owner),Custom field (Device),Custom field (Display Description),Custom field (Display Name),Custom field (Due Date w/time),Custom field (End Date),Custom field (End Date w/time),Custom field (Environment Tested),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Revenue),Custom field (Flagged),Custom field (Flight End Date),Custom field (Flight Start Date),Custom field (Go Live),Custom field (Homepage takeover date),Custom field (If Commercial Required),"Custom field (If For Print, Color or Black/White?)",Custom field (If Logo Requested),Custom field (If Sponsored),Custom field (If sweepers/liners required),Custom field (Impact Statement),Custom field (Impacted Items),Custom field (Is this for Print or Web?),Custom field (Live Date),Custom field (Local or National),Custom field (Logo Requested),Custom field (Market),Custom field (Mobile CPM),Custom field (Mobile Click Thru URL),Custom field (Mobile impression goal),Custom field (Notes),Custom field (OS),Custom field (Official Contest Rules),Custom field (Owner),Custom field (PA#),Custom field (Page created?),Custom field (Preroll CPM),Custom field (Preroll Click Thru URL),Custom field (Preroll impression goal),Custom field (Primary Genre),Custom field (Primary Keyword),Custom field (Project Notes),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Release Date),Custom field (Requested Delivery Date),Custom field (Requested Placement - Specify),Custom field (Review Notes),Custom field (Risk Level),Custom field (Secondary Genre),Custom field (Send to Print Date:),Custom field (Severity Level),Custom field (Specific PMS colors to use?),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start Date),Custom field (Start Date w/time),Custom field (Station Sponsored?),Custom field (Station Type),Custom field (Station(s) - Specify),Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (Sweepers/Liners Required?),Custom field (Temporary or Permanent),Custom field (TestEng Hrs. Actual),Custom field (TestEng Hrs. Estimate),Custom field (TestEng Owner),Custom field (TestEng Required),Custom field (Testing Notes),Custom field (Testing Points),Custom field (Timeframe),Custom field (URL),Custom field (UXD Sizing),Custom field (Web Bug Prevention strategy),Custom field (What are the dimensions?),Custom field (What is the goal of this piece?),Custom field (What is the tone?),Custom field (What was changed?),Custom field (Who is the audience?),Custom field (git pull request url),Custom field (git sha1),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Do not automatically search on content block,AR-4331,646482,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1119767,1119767,06/Jul/18 9:08 AM,19/Jul/18 3:50 PM,03/May/19 9:49 AM,06/Jul/18 3:59 PM,,,,Content Tool,,,,0,SCRUB2018.06.29,,,,,1119767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hzynnb:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_14_Neuromancer,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prevent multiple image selection in asset block,AR-4330,646481,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,aroberts,1119767,1119767,06/Jul/18 9:07 AM,19/Jul/18 3:50 PM,03/May/19 9:49 AM,16/Jul/18 10:08 AM,,,,Content Tool,,,,0,SCRUB2018.06.29,,,Do not allow multi-image selection in single image block,,1119767,tlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hzyknb:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_14_Neuromancer,RadioEdit_15_Omnius,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,06/Jul/18 9:30 AM;1119767;Adam thinks this is a simple setting that needs to be passed to asset selector.,"16/Jul/18 10:08 AM;tlong;No need to test, parity work.",,,,,,,,,,,,,,,,,,,,
Use search text as new item title,AR-4329,646480,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1119767,1119767,06/Jul/18 9:07 AM,19/Jul/18 3:50 PM,03/May/19 9:49 AM,10/Jul/18 9:43 AM,,,,Content Tool,,,,0,SCRUB2018.06.29,,,Take search text on create modal and default field that has title as summary,,1119767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hzyl5z:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_14_Neuromancer,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Show last saved indicator on content editor,AR-4328,646479,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1119767,1119767,06/Jul/18 9:06 AM,19/Jul/18 3:50 PM,03/May/19 9:49 AM,10/Jul/18 9:43 AM,,,,Content Tool,,,,0,SCRUB2018.06.29,,,"Indicator on content edit screen to show if content has ever been saved... Maybe, like a last saved date.",,1119767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hzyl5r:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_14_Neuromancer,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confirmation on item delete,AR-4326,646477,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1119767,1119767,06/Jul/18 8:58 AM,19/Jul/18 3:50 PM,03/May/19 9:49 AM,10/Jul/18 9:42 AM,,,,Content Tool,,,,0,SCRUB2018.06.29,,,"When deleting an article, add UI confirmation",,1119767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hzyl3z:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_14_Neuromancer,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix empty block behavior,AR-4324,646475,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1119767,1119767,06/Jul/18 8:55 AM,19/Jul/18 3:49 PM,03/May/19 9:49 AM,13/Jul/18 11:58 AM,,,,Content Tool,,,,0,SCRUB2018.06.29,,,"Block values should always have the same top-level property as the block type. Combination of TSPB and OneOf breaks this somewhere. (Ask MattB)
",,1119767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hzyko7:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_15_Omnius,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review content workflow,AR-4323,646474,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1119767,1119767,06/Jul/18 8:50 AM,23/Jul/18 12:36 PM,03/May/19 9:49 AM,23/Jul/18 12:36 PM,,,,Content Tool,,,,0,SCRUB2018.06.29,,,Review content workflow & states for any broken/missing functionality,,1119767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/Jul/18 12:16 PM;1119767;content workflow 2.png;https://jira.ihrint.com/secure/attachment/163798/content+workflow+2.png,19/Jul/18 12:15 PM;1119767;content workflow.png;https://jira.ihrint.com/secure/attachment/163797/content+workflow.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hzyl3r:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_15_Omnius,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,"20/Jul/18 3:10 PM;1119767;Yup, it's definitely broken. No, no I don't know how to fix it.",,,,,,,,,,,,,,,,,,,,,
Template editor tab tweaks,AR-4321,646472,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,aroberts,1119767,1119767,06/Jul/18 8:47 AM,19/Jul/18 3:49 PM,03/May/19 9:49 AM,10/Jul/18 4:21 PM,,,,Content Tool,,,,0,SCRUB2018.06.29,,,"Remove delete icon on last tab.
Edit tab name should already have focus before editable mode.
",,1119767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hzynnj:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_14_Neuromancer,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagerly disable template delete button,AR-4320,646471,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1119767,1119767,06/Jul/18 8:46 AM,19/Jul/18 3:49 PM,03/May/19 9:49 AM,10/Jul/18 9:43 AM,,,,Content Tool,,,,0,SCRUB2018.06.29,,,Eagerly disable delete button on template editor load if things have templates. Remove error states for this,,1119767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hzynm7:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_14_Neuromancer,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reordering template fields does not trigger change detection for prompt to save,AR-4318,646469,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1120341,1119767,1119767,06/Jul/18 8:41 AM,19/Jul/18 3:48 PM,03/May/19 9:49 AM,09/Jul/18 10:51 AM,,,,Content Tool,,,,0,SCRUB2018.06.29,,,,,1119767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hzynlr:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_14_Neuromancer,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add catch-all route to express so HTML5 routing works,AR-4317,646468,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,aroberts,1119767,1119767,06/Jul/18 8:39 AM,19/Jul/18 3:48 PM,03/May/19 9:49 AM,06/Jul/18 10:13 AM,,,,Content Tool,,,,0,SCRUB2018.06.29,,,,,1119767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hzynlj:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_14_Neuromancer,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refine Stream Edit/Add Markets Module To Support Partners,AR-4316,646467,,Story,Submitted,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,,,ccrnyc2msw,ccrnyc2msw,06/Jul/18 8:16 AM,30/Apr/19 9:33 AM,03/May/19 9:49 AM,,,,,Streams,,,,0,,,,"As a streaming manager of an iHeartRadio partner, I want to be able to specify the main market of my stations so that I can provide a value in this required field before I save.",,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"# Primary and origin market fields should allow any Streams user to select a market in which a provider they have permission to operates
# ""Markets"" field re-titled to ""Additional Markets"" and locked to country and global admins only
# Additional Markets help text: ""Other markets this station's broadcast signal can be heard in.  Contact streamchanges@iheartradio.com for assistance.""",,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-4469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|i01027:czzv,9223372036854775807,,,,,,,,Severity 4:  Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/Jul/18 11:11 AM;ccrnyc2msw;Post-MVP as domestic 3rd party providers won't be in the tool right away. ,07/Jan/19 1:40 PM;ccrnyc2msw;I need to re-test this to make sure it's still an issue. ,"22/Jan/19 9:16 AM;ccrnyc2msw;Tested on prod, this still needs to be done.",,,,,,,,,,,,,,,,,,,
Site Manager Value Not Saving Properly,AR-4315,646447,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1119594,1119594,05/Jul/18 4:28 PM,23/Jul/18 1:21 PM,03/May/19 9:49 AM,06/Jul/18 9:19 AM,,2018.7.10,,Site Manager,,,,0,,,,"When I try to update a field on a page's block, Site Manager says it's saved, but a refresh of the page show that it isn't the case.

This is happening in dev and stage.",,1119594,1119767,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3913,,,,,,,,,,,,,,,,,10/Jul/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hz7ka7:,9223372036854775807,,,,,,,,Severity 3:  Medium,,RadioEdit_14_Neuromancer,,,,,,,,,,,"Specific case:

1. Open up site manager.
2. Bring up ""WRUM-FM"".
3. Click on ""Pages"".
4. Click on ""Home Page"" (i.e. ""/"", the root page).
5. Scroll down to the ""main:events"" block.
6. Enter a value into the ""Title"" field (e.g. ""Eventos"").
7. Click ""Save Page"".
8. Note that site manager confirms the successful saving of the page.
9. Reload the page.
10. Note that the value as entered in step 6 is missing.
",1.0,,,,,,,,,,,,,,,,,,,,06/Jul/18 8:50 AM;1119767;https://github.com/ihr-radioedit-apps/site-manager/pull/413,"06/Jul/18 9:19 AM;ccrnyc2msw;Good catch!  Tested at http://site-manager.radioedit.iheart.com/#/brands/site/e9b6b922332e9df8898aedbe0aa6463c/Imported/pages/home and confirmed that changes made to these values now survive a save.

",,,,,,,,,,,,,,,,,,,,
Enable Adswizz Updates On Change Approval,AR-4314,646403,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,amamut,amamut,amamut,05/Jul/18 11:00 AM,19/Oct/18 2:40 PM,03/May/19 9:49 AM,10/Jul/18 10:34 AM,,2018.10.9 - Streams,,Streams,,,,0,,,,IHR station changes which are approved should be sent to Adswizz to update the properties of the stream.,,1119007,amamut,ccrnyc2msw,rbhatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/Jul/18 3:47 PM;amamut;screenshot-1.png;https://jira.ihrint.com/secure/attachment/163021/screenshot-1.png,09/Jul/18 3:47 PM;amamut;screenshot-2.png;https://jira.ihrint.com/secure/attachment/163022/screenshot-2.png,,,,,,,,,,"Change genre or market of IHR station.
Approve Change.
Check Adswizz admin panel for station zones to be tagged with the change genre / market.",,,,,,,,,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3378,,,,,,,,,,,,,,,,,09/Oct/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzynan:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_14_Neuromancer,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,06/Jul/18 8:20 AM;ccrnyc2msw;[~1119007] I don't have AdsWizz access.  Can you please verify this ticket on stage?,"06/Jul/18 9:18 AM;1119007;Made a market and genre change to 7039 and not seeing it reflected in adswizz stage environment. 

Change was: Market - digital-nat -> new york 
Genre: classic rock -> mix & variety ","09/Jul/18 3:48 PM;amamut;I checked adswizz stage and genre/market look OK.
",10/Jul/18 9:50 AM;ccrnyc2msw;[~1119007] do the screenshots Alex added look correct?,"10/Jul/18 10:22 AM;1119007;Yes, looks like the changes I made. This should be good now. ",,,,,,,,,,,,,,,,,
Pass site's RadioEdit brand to postup attributes,AR-4313,646398,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,ccrlax1dat,ccrbdl1mje,ccrbdl1mje,05/Jul/18 10:48 AM,23/Jul/18 1:25 PM,03/May/19 9:49 AM,11/Jul/18 3:03 PM,,2018.7.10,,Site Manager Data Utils,,,,0,,,,"As a PostUp developer I want to know what the iHeartRadio ""brand"" tag is for each station so I can generate the appropriate Leads query to pull that station's newsletter cards.",,ccrbdl1mje,ccrlax1dat,ccrnyc2msw,tdrapeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,# pass each site's radioedit Brand tag to the postup attributes export in site manager data utils,,,,,,,,,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3267,,,,,,,,,,,,,,,,,10/Jul/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzyo3b:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_14_Neuromancer,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"06/Jul/18 10:49 AM;ccrlax1dat;updated export script to comply with changes to ObjectDB, added ""ihm_brand"" field as last field in export, pushed to PostUp and tested fine by Mark Escott. Additional modifications may be needed as follow up to meeting with PostUp, so will wait on submitting PR until this work is determined to be what is needed.","09/Jul/18 9:31 AM;tdrapeau;I see this ticket got moved to On Deck, is everything proceeding according to plan on this?","11/Jul/18 3:03 PM;ccrnyc2msw;Discussed on sprint planning, the understanding was that this went out last night.  Not sure why the ticket wasn't moved forward. ",,,,,,,,,,,,,,,,,,,
Flex blocks throw an exception,AR-4311,646386,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1119767,1119767,05/Jul/18 9:14 AM,19/Jul/18 3:49 PM,03/May/19 9:49 AM,05/Jul/18 11:34 AM,,,,Content Tool,,,,0,SCRUB2018.06.29,,,,,1119767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR-4107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hzyn7r:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_14_Neuromancer,,,,,,,,,,,Load the template editor and try to add a flex block,1.0,,,,,,,,,,,,,,,,,,,,05/Jul/18 9:14 AM;1119767;Blocks AR-4107,,,,,,,,,,,,,,,,,,,,,
"Genre, Feed, and RDS Pi Code Changing to Default Values Upon Save",AR-4310,646382,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,amamut,ccrnyc2msw,ccrnyc2msw,05/Jul/18 8:26 AM,19/Oct/18 2:37 PM,03/May/19 9:49 AM,08/Aug/18 12:12 PM,,2018.10.9 - Streams,,Streams,,,,0,,,,"In SMT stage, when you go into a stream, the Primary Genre, Feed, and RDS Pi Code values are not correctly reading from existing values and are populating with defaults.  Upon save, those default settings are being stored instead of the correct values.",,amamut,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/Jul/18 10:16 AM;ccrnyc2msw;screenshot-1.png;https://jira.ihrint.com/secure/attachment/163916/screenshot-1.png,07/Aug/18 11:55 AM;ccrnyc2msw;screenshot-2.png;https://jira.ihrint.com/secure/attachment/165286/screenshot-2.png,07/Aug/18 11:57 AM;ccrnyc2msw;screenshot-3.png;https://jira.ihrint.com/secure/attachment/165289/screenshot-3.png,07/Aug/18 11:57 AM;ccrnyc2msw;screenshot-4.png;https://jira.ihrint.com/secure/attachment/165290/screenshot-4.png,,,,,,,,"# RDS Pi Code, Feed, and Primary Genre should not be changed to default values upon saving in SMT stage",,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3378,,,,,,,,,,,,,,,,,09/Oct/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzykpb:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_15_Omnius,RadioEdit_16_Proteus,,,,,,,,,,"# Login to SMT Stage and select a station that hasn't been recently edited
# Note that RDS Pi Code is blank, primary genre is default, and Feed has defaulted to a stream-based value
# Change another value somewhere else in the tool and save
# Go to changes tab and see that in addition to the field you changed, genre, feed, and RDS Pi code have also changed.  ",2.0,,,,,,,,,,,,,,,,,,,,13/Jul/18 10:25 AM;amamut;After some testing it seems the issue is rds_pi_code. It wasn't being set in the edit stream screen so it always showed as blank. Genre and feed are properly being compared in the change requests screen. The default genre was done with the stream migration script.,"20/Jul/18 10:17 AM;ccrnyc2msw;Tested on stage by updating http://stream-manager.radioedit.ihrint.com/#/stream/edit/109

Confirmed that RDS Pi code is populated, primary genre is default, and that feed has a URL.

Changed the description to add an exclamation point at the end and saved.  Confirmed that save was successful and I was taken back to the stream list.

Confirmed that the description change shows up and that the RDS Pi code no longer shows as changed.

However, genre is still showing a change from Country to Default... when this value was not changed in the tool.  Is there a reason the changes screen shows that the genre has been updated?

Also seeing that the changes screen indicates that the Feed value was previously stored as null, but shows a change to www.iheart.com/live/109/ - even though this value was not changed in my edit.

Is there a reason the changes screen is showing values that weren't actually changed?

 !screenshot-1.png|thumbnail! ","20/Jul/18 10:40 AM;amamut;I think we were talking earlier about a migration that went bad and put the streams into a bad states. The Primary Genre is set to default but default is missing from the genres array. The app is fixing the issue.

I would try editing a stream, approving the change request, and then editing the same stream. You shouldn't see the same issue again.","24/Jul/18 10:10 AM;ccrnyc2msw;Discussed on standup today.  My goal is to make sure that when we release to prod that we don't have these issues.  Wherever we need to update/verify, let's do it.  ","25/Jul/18 1:18 PM;amamut;Found the issue. Trying to keep the script atomic and allowing for the script to be run multiple times, on subsequent runs fields which were integers are now strings. When typecasting the field to int I did not check to see if the field was a tag causing the typecast to return 0 which is the id for genres/Default. This is why all of the streams were updated to genres/Default. I have made an update to the script which should not cause this again.","31/Jul/18 9:32 AM;ccrnyc2msw;Tested on stage at http://stream-manager.radioedit.ihrint.com/#/stream/edit/1981, updating name and description.  

Confirmed prior to save the Pi code is populated and that markets are correct (Primary and Origin as Harrisburg... Other Markets has Lancaster and York)

I am still seeing the Primary Genre as default upon load.  

Saved station and am still seeing the genre as changed in the changes screen.  Feed is also changing values despite how no changes were made in the tool.

As of right now, I can't verify this ticket.  

Discussed with Alex, once he resolves the 500 error on the API, he's going to take another look at this.  ",07/Aug/18 10:28 AM;amamut;I took a look and fixed the feed field. The others should be working fine now. LEt me know if you run into any other issues.,"07/Aug/18 11:57 AM;ccrnyc2msw;Tested on stage using http://stream-manager.radioedit.ihrint.com/#/stream/edit/1985

Upon initial load, observed the primary genre is still shown as default, even though in the API it's classic rock:

 !screenshot-4.png|thumbnail! 
 !screenshot-3.png|thumbnail! 

Changed description and saved.

Went to changes screen and observed that the feed is no longer showing as a changed value... but that the genre which was previously Classic Rock (even though it wasn't shown in the tool) is now default.

 !screenshot-2.png|thumbnail! 

I still don't think this is working.

If the existing genre is Classic Rock, that's what should be shown on the Stream screen.  Updating another data point on the stream should not cause the genre to change to default.  

Note, feed and Pi were not an issue on this test.  ","07/Aug/18 1:34 PM;amamut;I went through the streams and fixed the data. Can you try again?
","08/Aug/18 12:11 PM;ccrnyc2msw;Re-tested the above on http://stream-manager.radioedit.ihrint.com/#/stream/edit/1453

Confirmed that upon initial load an RDS Pi code was present, feed was here, and default genre is country.

Changed the description of the station and saved.

Examined changes screen.  Noted that there is a genre change still showing -but visually it's the same old and new genre.  Reviewed with Alex, he explained that this is existing prod functionality due to a market change on the provider... The visual impact in the tool is less than is currently in prod.  We may want to loop back on this at some point in the future as I have to imagine this could cause some user confusion, but I'm ok with passing this current ticket for now.",,,,,,,,,,,,
